####### 2022/06/22 ~ 2025/05/30 #######
# 僅移除重複字串
# https://www.facebook.com/groups/1141798046611751/user/100001471821039/
香港Web3.0 m.qgqhbv.cc
合泰證券投資顧問（股）公司 httw8.cyou
Uswap Tube www.uswcuxux.vip
LEO（九州娛樂城） www.kvt68.net
Loshi lonshiex.com
MANEL dcoare.manelies.com
itBit itbitgew.com
VirT-X www.erstoken.com
MG mgs1788.vip
Web Trader wt.cnanputfvbq.com
Miravia miravia.io
WEEX app.weex-ex.com
科虎大戶 www.djfkdsss.com
Weltcoin www.api.weltkajshf.xyz
XED www.xedcg.com
Mizuho mizuhoe.top
CoinEX coinex.mobi
益德富投 down.ybujm.top
Yatego m.yategoo.com
Etherscan www.ethprorun.com
YSEX m.ysexcoin.org
Zalora tw-zalora.tw
BitMillion www.bitmillion.cc
Flybit www.flybmpc.com
Generative ART www.gendaearrtxagcaial.com
Zuigg m.zuigg.com
十六國際 suncity.bz
Block Chain www.blocktsipromax.com
大寶國際娛樂 dbyl1228.com
Broker Cfd wan1.ifinancego.online
PG Mall www.pgmallonlinetw.com
FULLER www.fullersds.com
KNNEX www.knnexct.com
太陽城（Sun City） m.suncity1383.com
PoutineX www.poutinec.vip
四海石化 not.sihaipoe.com
Allen Capital allencapital.online
民視公益 www.hkmssmsab.com
樂購 www.sgpwlm.com
CoinMarkets coinmarketcaps-us.com
澳門金沙 www.snjs569.top
Krypton Bitcoin www.cbn-tw.website
聯繫睿涵的真心話講堂 www.stockao.com
LaSalle Current Assets Management bts.lasadert.com
鑫達 xinda-tw.com
Tradingview tradingview5.top
TRX trxbintuc.com
QTC va.kj20.top
Cliqy Email Marketing turnkeyemailbiz.net
Bitcore walmartwebs.com
santndapjc www.santndapjc.top
OCBIT m.forocb.com
OCBIT m.getocb.com
Coinbeside www.coinbeside.world
Coindex coindex.ws
Neurofx app.neurofx.io
C7娱乐 488622d5da728f633cf3597ecc412fb9.c7dp.comtg
C7娱乐 tyuf.xyz
NG28南宮28 gwn4vhy6e4cngzfp.ngapp289.site:60443indexjoin859064
NG28南宮28 www.ng2828.vip
28圈 www.i28q.vip
壹号娱乐 a3v5bae4b-9a.44thw8.com:62443register
壹号娱乐 yih11.xyz
壹号娱乐 yihao33.com
NG体育 aivg.ngtyh5.com:62443register
NG体育 www.ngty73.vip
Pax Finance www.pax-finance.com
Carlyle coin carlylep.com
ETH Mining www.ethnqd.com
2V www.2vcoin.com
CoinCarp Pro coincarpres.com
FDEX ht.kjcoinliu02.top
TICK mm.tickforex.net
RAYMOND JAMES xha.rjfghlgvip.com
DCEX www.dceunus.vip
HSwap hswapp.com
新濠国际 xinhaoac.com
Online Service www.liwanxsq.top
ARMADA n.armadaz.com
Natera dcoare.nateraoex.com
Inchoi www.inchoishoping.com
Crypto bstusdtmark.com
OKX www.ghymoil.com
BIT down.btmarket.vip
燕创资本 www.vip-ych.com
CoinutGPT tjkfj.com
MOT lotto-mot.com
Coinbase Defi kocoin.pro
SF science and technology usd.sfsoeitres.com
尚豐金屬有限公司 mer.herfons.com
RTX rtx-net.com
勝茂金屬有限公司 jkf.goldvwn.com
MSCOIN jys.ff-banking.com
HKD www.brxhkd.top
AAVE-LOAN aave-loan.me
COSTCO www.cccssscocto.online
uniswap v4uni-swap.com
ETH Mining leverj.cc
igmcoinex igmcoinex.com
msoups msoups.com
HT-FX Group MT www.aidefx.com
ICE | SNOWMALL ice-snowmalls.cc
coinbase www.coinbase14.com
coinbase www.coinbase15.com
coinbase www.coinbase23.com
coinbase www.coinbase27.com
coinbase www.coinbase28.com
coinbase www.coinbase29.com
coinbase www.coinbase32.com
coinbase www.coinbase45.com
coinbase www.coinbase48.com
coinbase www.coinbase54.com
coinbase www.coinbase57.com
coinbase www.coinbase67.com
coinbase www.coinbase73.com
coinbase www.coinbase75.com
coinbase www.coinbase76.com
coinbase www.coinbase86.com
coinbase www.coinbase87.com
coinbase www.coinbase92.com
coinbase www.coinbase97.com
coinbase www.coinbase98.com
Bonly Credit Holdings bonlycreditholdings.com
Uniswapcoin uniswapjk.icu
Cang Limited cang-global.com
ETH Mining aaveserving.com
ETH Mining aavebidr.com
SmartFX smartfxapp.online
APX m.pskw0206.com
TRUst Web 3.0 trusthk.co
CoinField www.coinfislc.com
Price2trade price2trade.store
SNTREX sntrexco.com
GBay.shop線上購物 gbay.gingbayn.space
CoinCentury top2coin.bcvjb.top
UP www.upteh.com
Bt-Exchange bt-exchange5.org
DDEx ddexlub.com
SIN POOL jsjekus.net
Easy Coins gifclubclub.xyz
香港國際基金有限公司 www.gj2006.com.cn
Optimism www.optimismmaxrun.com
BACERA CO PTY LTD cfds1.chnthebcr.store
DG-Coin dg-token.org
好運國際 hyyyh681.com
BTCC btcc.wang
SEA Top seatop.store
WEEX www.weexbrs.com
pawnfi pawnfi.blsyg.top
realsource-capital realsource-capital.com
CryptoEe cryptoeea.com
coinruipro coinruipro.com
maicoin www.maicoinbsd.com
FEex www.feexeexs.cc
BITVAST www.bitvast.com
AISM www.aismexg.com
dfdxxxx www.dfdxxxx.com
GRAYSCALE grayscalepro.info
KNNEX www.knnexsi.com
Bitvast-crypto www.yctffnf.top
automining automining.top
freewebdex freewebdex.com
Bitmining24 bitmining24.com
Angela cs.dkpdng.top
Bellmont Finance Limited www.cafxbelmont.com
XM www.xm388.shop
Ga-te.VIP www.ga-te.vip
任遠 m.pskqd.top/h509
璋霖 dl.hsdpb.top
MANEL fotumi.manelies.com
匯鋮 d.cbjkz.top
Allbycoin www.allbycoin.com
泰聯 m.xohoa.top/h509
CVC qassdszxxz.top
Crypto bstotplink.com
天諭金控 www.asdfgbcn.com
Liquid Asset Managent bts.liquisojt.com
露天市集 www.ruteen-malls.com
Swissquote squa.cbnrcih.com
盈昌 www.skxjgq.top/h509
Shope蝦皮購物 www.shopsmovie.com
RTFB www.vgdt6678.com
美好 app.oamxjnhg.com
Angela cs.aafcry.top
Cloud-bitcoin cloud-bitcoin.com
DEX dex555.top
長和 www.hnfgdjdj.com
CNLSA quant.cnlsa.social
DFX dfx268.top
Huobi usdp.pw
MRE www.mrewvc.com
IUBS www.ubsexgr.com
XM www.xlgvh.com
FXCM free.webygun.com
TEZOS www.tezoskdr.com
Bitaza bitcherk.com
KTP www.ktpexclsive.com
股市研訓班 gigant.icu
Amazon www.5608720.vip
CME www.coinme-d.com
Ueplus Markets www.uepluooss.com
KNNEX www.knnexb.org
KuCoin ddexoc.com
WeCash lucky168.pleroma.live
Flybit flybmpc.com
啟發 d.uztgyd.top
Manis Exchange kuan.seagensyer.com
統一投顧 pcmcnet.com
ACENT acent.us
BitCoins bitchrom.com
福邦 www.fnudshi.com
Aerwin mvs.aerwinnes.com
再生能源 asia-greenltdss.com
JM www.globalm8868.top
亞鉅 yajuvds.com
JRYC download.jrycapp.com
DFJ Bitcoin www.sbivc.cc
Bitsheng tst.bitshengsq.top
國票超YA m.qkvgh.top/h509
LaSalle Current Assets Management www.lasadert.com
MaiCoin www.maicoinhaste.com
Mixue mixuemart.com
聚祥 www.qhfjdkg.com
MyCoin mycoinps8.net
安拓（Amtop） user.am-top.com
Peicheng peichengex.com
Broadridge www.cdpqkm.com
威尼斯人 wnsr6760.com
研鑫 d.rlsub.top
Sntrex sntrexpro.com
Super Coin www.superepd.com
富達 app.ufhaiuvb.com
TbitPro www.tbikuxu.vip
新橋 www.shjiniapp.com
Tik www.tikosoayios.com
運盈 www.udsfyhd.com
AISMEX www.aismexr.com
鼎盛 www.ddosdasi.com
Coinbase www.ndseex.com
廣源 m.wwruag.top/h509
Woodmart www.jjuresr.com
Yobit yobitpros.com
Shop購物網 13.shopsyx.com
Best Buy bestbuys-app.com
時富證券 celestialinv.com
TIAN-EX www.titanwde.com
IGGROUP inuegroup.com
群益外匯 honghongyangguang.com/gicgold
SIN POOL dev.diggingore.cn
經典老樹茶 www.lovetea.shop
woodmart www.jjuree.com
Revolutdex www.gmall-tw.buzz
desksb www.shopliss.com
六福珠寶門戶网站 h5.6fuzbao.de
NPURG npurg.top
京東 jdgogo.shop
麥當勞 端午歡樂送 shippxks.online
吃喝玩樂售票網 www.oofsnvudtw.top
ETH xj.dmwk.cc
ETH euhsb.top
ETH jstee.xyz
中華電信 cht.shidod.com
Walmart Global | CMS Shop walmartshopgo.com
SVShop www.svipershop.com
ETH Mining leverjobtain.com
Shope蝦皮購物 shopee.sn-mall.com
Solana www.solanaz.top
Uswap Tube www.uswcxose.vip
SANDS www.sands-gk.com
Leoex leoex.me
Atsome Lab atsomelab.com
c-worldinvestments c-worldinvestments.com
apptweak www.apptweak.shop
BESTBEST SHOP www.bestbest-shop.com
COINBESIDE coinbeside.info
akakce akakcee.com
Currency Haven www.currencyhaven.com
FX6 fx6.xyz
becent becent388.com
ACE www.vip-ace.com
riotblines www.riotblines.com
GIGAMAX gigamax.ai
bitFlyer b-flyers.com
BIBX bibx-lite.com
Bitstamp www.bitsenyu.xyz
MarketOne markets.one
鸿博国际 gjhb.vip
宁银理财 sscvss.com
WBEX www.wbexvas.vip
PLASMA www.plasmagltd.com
HILLHOUSE CAPITAL hill-gaolingzb-cc.top
coinpark app.coinparkwallet.com
pionexo www.pionexo.top
Angela cs.fusgth.top
理財快速貸 aomfortlon.xyz
FinanceGo wan1.ifinancego.com
MCN mcn.yundo.asia
FEex feex.vip
PCHome onlyourpc24.com
海外全球購 www.haiwaiquanqiugou.tw
COSTCO www.cccssscocto.store
股市風雲財經室 www.at192.com
順豐速運 www.sfexpress-shipment.website
Cointw kucointw.net
台灣原材料交易市場 8282019.comtw
Tesco Shopping malltesco.com
TopFutures www.topbitsda.com
EXMO h5.exmonn.com
HXEX www.hxexhh.com
lfgjs www.lfgjs.top
Coinbase coinbaseth-wallet.com
CPT www.huisle.com
BYBIT 2drd0.bybit200.com
Desks desksn.com
Desks desksh.com
鑫鴻財富 api.ancjknae.com
CVC b52singapore.top
富邦信貸 orevly.tw.65.wlvqc.cc
璋霖 dl.uplnj.top
寶源金控 www.m2rso9uk.com
匯鋮 m.bylnl.top/930kapp
DFX Finance dfx168.top
新葡京娛樂城 b.ylhg89.xyz
股市研訓班 vtdklp.top
HT-FX Group MT www.velem-trade.com
FXCM d.zniang.vip
Bitstamp www.pqbpzve.top
Dokodemostore asia.jpdhmstore.com
XM www.pxfst.com
投信 d.hniek.top
和鑫 app.uainfbja.com
Kraken www.kraken-ex.com
NSD www.nsdwet.com
Manis Exchange n.seagenxiosau.com
TopFutures www.topbitiso.com
豐裕 www.zxmcaukjenq.com
Cloud-bitcoin h5.cloud-bitcoin.club
Go Markets gomarkfex.cc
泰聯 d.tysrj.top
Shop購物網 tw25.shopjjj.com
AME www.tcnnzbsc.vip
Titan www.titanzxle.com
WEB3 m.werakuten.com
UCEX www.ucexex.com
Swissquote tts.cbnrcih.com
致和承銷 zhihe.whcq.fun
夢享家經濟智能所 dreamdte.com
CPT-ONE app.ajzchduhquweh.com
威旺 app.ahfcyuqheh.com
Crypto bstfreebtc.com
晟元證券 priderocktw.com
Cultivate cultivate667.cultivatercent.top
源通 www.oajvinmo.com
AISMEX www.aismexs.com
KAVA www.kavarunmax.com
時富證券 celestialfin.com
LMS系統 future.lmstaeoiaes.com
理財快速貸 henhaodai.click
晶禧投資 m.waxnp.top/h509
Trend（英仕曼遊戲金融化） www.trendvew.com
XED xedpq.com
維也納 www.vien888.com
CoinField www.cofwet.com
任遠 d.icljy.top
PU Markets Ltd www.beenputeam.com
華通石油 y7601.twhton.com
海外樂購 haiwai-legou.vip
Qatlst www.qatlst.com
Rootrex www.rootrex.top
RTFB www.vgdt6658.com
國票超YA m.rjyzl.top/h509
Shopify（京喜購） twshopify-lat.com
遠東 www.xvvriqljwme.com
Illuminati Markets www.illumfxsi.com
First Coin www.first-coins.com
JM www.quanm8868.top
Tesco Mall www.aggshopp.com
偉享證券 www.weshinetw.com
Kopromax www.kobexchange.tw
TNCN tncned.info
雲興國際資本 www.uzsnf.com
Bitsheng tst.bitshengs.top
鼎成投資 h.hprjf.top/h509
BitCoins www.bitchawe.com
德祥金融 ydyldx.cn
BCR www.cuiaythebcr.com
UUEX www.uuexxs.cc
科興（SinoVAC） kxym8199.com
Vantwnow www.vantwnow.net
Innovative www.exonmy.com
機台檢測 www.kaolincorp.com
Jsun Finanacial jsunequities.com
海崴投資 m.azgar.top/h509
WonderFi v.992kky.com
啟發 m.iueyc.top/h509
Gate.io www.ioexx100.com
FDEX ht.kjcoinwu06.top
BIZEX www.bizexs.club
Lazada www.lazadashopa.xyz
Yobitexe www.yobitexe.com
華隆 app.vkfikheuw.com
eBay www.ebay-tw.buzz
Coin Dax www.coireusd.com
方騰資本 fightonstocks.com
GMALL內部營銷平台 www.rbeb55.cn
好好證券 d.bhlto.top
維港唱片 dacc.musicxoin.com
BTF yyy77.btfnets.top
金榮中國 jrjr178.com
豐盈資本 tw.fengying.click
Compound www.compoundsavy.com
Aerwin mkp.aerwim.com
Cointap www.coinntap.vip
Btcusdu btcokusdt.net
ICEF net.icef2023.com
EDXM www.edxm.cc
Hydax hydaxltd.com
LIFFE liffecoin.com
BITS-INVEST bits-invest.com
spsucmtx www.spsucmtx.vip
unidefibll eth.unidefibll.com
Gameone娛樂城 hkgamesone.com
kkexcoin kkexcoin.com
CoinCryptoWallet www.coin-crypto.net
Revolutdex revolutdex.com
mclonline mclonline.com
Crypto Best Exchange cryptobestexchange.org
Cryptobext cryptobextllc.com
Crypto BigPay cryptobigpay.online
cryptobilion cryptobilion.com
Crypto Binary Options Trading cryptobinaryoptionstrading.site
Cryptobinexis cryptobinexis.com
CoinOne2One coinone2one.com
Innovaccer www.uk-innovaccer.com
ABCC-Exchange abccexc.com
恒瑞医药 www.hengruitjs1.com
xedml xedml.com
Kangbo kangboex.com
e01 1e01.co
kraken krakenmass.xyz
GMO app.gmovip.com
UPocketEX upocketpro.xyz
Film Sights www.filmsights.com
BIT web.maxmagicexchange.xyz
Bitcore walmartweb.net
coinage coinage.vip
UFO www.ufozon.vip
ExnessPRO exness-pro.site
ETH-COINWALLET defiyield-eth.net
SimonShop simonshop.org
SimonShop www.simonshop.app
Bitso bitsoxc.com
Allied Trade alliedtrade.online
okgold www.okgold-aa.com
bm-in bm-in.xyz
Vinstco会员港-海外购 vinstco463.top
1st Mall 1stmall-app.top/?app_id=3
1st Mall www.1stsubgerba7-antaczom9.top
KuCoin www.kuconvt.vip
BGMIU www.bgddy.online
bgmiu www.bgmiu.online
REBIT m.rebitio.com
Spxcoins www.spxcoins.com
coinuppool coinuppool.com
TNCN fg.tncned.info
LBankEX l-bankex.com
JPEX Exchange www.jp-ex491.com
Bitcoines bitcoines.me
GICB www.gicb.net
CIEX Exchange www.ciexpro.site
JM投資達人 www.globalm88.top
Coinbase-web3 www.coinbase-web3.net
Coinbase-web3 www.coinbase-web3.xyz
sofieht d.sofieht.top
Grandva Capital grandvacap.com
ETH ehaen.top
Biking www.biking.vip
Moodminer-Coinbase moodminer.pro
Zurex web.zurex.cc
difimining difimining-transaction.com
bitcoinnm bitcoinnm.com
Fmall EX fmallex.com
FDEX m.tfdexcoin3.top
Exchange www.hwdnobl.top
周六福 ZHOU LIU FU 2023vdsv.je4mka.shop
中信证券 wpam.zxcomten.com
BtcTurk www.btcturk-vip.com
中粮集团 vsv.wdre3ly.xyz
Bybit www.bybitlines.com
廣源 m.qseoiy.top/h509
Sftimo www.sftimo.com
Allbycoin ztd3p.xbgtsdc.com/jj2x4
精誠 app.iwqewjqwes.com
Broadridge www.cdpmps.com
聚寶盆 jbpinx.com
泰聯 m.tlknm.top/h509
CVC y81bible.top
研鑫 d.okqhd.top
源通 www.dhgdshgj.com
XM www.wmbql.com
ProShares app.cyhhaagehq.com
璋霖 m.zifqg.top/h509
裕萊 down.ylaid.top
TANAKA wmm.tanakaesd.com
福匯金融 www.vymyr.com
國票超YA d.duopq.top
六和 d.svhkg.top
維也納 www.vienna1088.com
Vantwnow www.vantwnow.com
DWD shop www.dwdshop.vip
開元 app.zajxuhuakjehj.com
Generative ART www.gendaeartxagcaial.com
Titan FX www.titanlort.com
德美利證券 wan.riotblock.top
Bitvavo 51n.fun
Carousell carousellshop.com
夢享家經濟智能所 www.dreamdte.com
GMALL內部營銷平台 www.1peeeej.cn
安泰證金 antaymarkets.com
KTP deposit.ktpoptuigonx.com
Angela cs.feffee.top
福恩投資 app.xkjdhwjhfihjb.com
MANEL wwwa.manelx.com
任遠 m.tcfum.top/h509
CME coinme-c.com
股市大咖秀 www.at191.com/rk/room2
BingBon bingboncoin.com
BCTT geamlne.com
盈昌 www.lawcaz.top/h509
TEZOS www.tezoswer.com
華景證券 grglobals.com
Tik www.tikosoay.com
寶旺 ray.baowang115588.com
滿盈 m.mytat.top/930kapp
DAO www.gatnx.com
BTF max88.btfnet.top
Upboun mkp.upbouna.com
致和承銷 zhihe.cqiong.site
凱豐 www.paosjfdc.com
Jobscoin arexr99.jobscoiines.com
Swissquote tts.firstrande.com
KEKGY vsw.kekgy.site
FinanceGO www.ifinancego.store
理財快貸 licaikuaidai.lol
發發奇 zhangkun.online
Dokodemostore to.jpdhmstore.com
Rakuten樂天商城 rakutenff.com
WeCash lucky168.yasenfinancial.xyz
EightCap www.eiightcapfx.com
Weltcoin h5.weltcoin.com
NSD www.dtccdxie.com
WFG www.ikoeg.com
永興e點通 l.fkczi.top
國興證券 khshares.com
KuCoin kucoinpros.xyz
統一投顧 psctrades.com
FX fxxpproxy.com
BKEP aope.bsep.site
Strait www.hxiashop.vip
股市研訓班 pixelicu.icu/Pc/#/home?room
GHGW www.wsplr.com
GBAY gbay-shops.online
DFJ Bitcoin h5.ftkinvest.com
德豐國際 www.defeng999.com
豐盈 app.shikong.cf
Walmart www.walmert.xyz
露天市集 www.ruteenshopping.com
TopFutures www.topbitvsa.com
LSM系統 www.lmstaeoiaes.com
邱沁宜財經教學 gtcfs.site
林宏傑股市市場無償分享 www.xxhjhxx.com
Allepro allepro.shop
盈凱外匯 bitcoin886.com
Bbank www.coindbank.top
聚寶 www.bjfjwjqhes.com
IGGROUP ikengroup.com
Cryptology cryptology1.com
Cryptology cryptology2.com
BNB Crypto Lotto Draws cryptolottodraws.com
Cryptolucks cryptolucks.com
Cryptom cryptom.pro
Crypto Market Analysis cryptomarketanalysis.live
Cryptomarketface cryptomarketface.online
Cryptomarkx cryptomarkx.com
alixpabn alixpabn.com
ETHERERC20 ethererc20.io
ETH ethererc20.com
ceggca ceggca.vip
LEVERJ Defi h5.leverjens.live
TESCO www.tesco-global.top
ASX www.asxtermesm.top
ASX asx-avenue.com
Bitsten-crypto www.qhwzoxj.top
Bitsten-crypto www.bitsten-crypto.com
Achain www.achainjs.vip
cypto cypto.com
AAVE-V3 www.aave171.com
ETH eth568.com
edgecrypto-x edgecrypto-x.com
Toobit toobitep.com
GOPAX g-opax.com
Coinbase www.daytradingwallet.com
topmall topmall.life
Securitys m.securityscoin.com
Crypto Mart cryptomart.club
LEGIT cryptomegalfxtrade.online
Crypto Merge Fx cryptomergefx.pro
Crypto Miner Norm www.cryptominernorm.com
Crypto Mining Capital cryptominingcapital.com
Crypto Mining Fx cryptominingfx.com
cryptominingsignal Trading cryptominingsignal.com
Bitcoin Mixer cryptomixer.site
Bitcoin Mixer cryptomlxer.com
cryptonape cryptonape.com
Crypto Nation International cryptonation-int.com
CRYPTONATO cryptonato.com
威尼斯人娛樂城 m.wns5178.xyz
DeFi dappai.store
TradingView h5.wargui.top
Kangbo www.kangbcoin.top
CoinidCM coinidcm.vip
Customer Service System www.nasdaqserver.com
XR Trading xr-trading.co
Shopee www.shopee-vip15.xyz
EIE Trading Market www.elephinto.com
Batetiu batetu.com
ShoppingCNN shoppingcnn.com
max-profitinvestment max-profitinvestment.co
kh-shares kh-shares.com
Argo www.agweb01.com
Cryptonexbit cryptonexbit.com
NEXO cryptonexoada.com
NEXO cryptonexoyn.com
CryptoNexusX cryptonexusx.pro
CryptonizeX cryptonizex.com
Cryptooinvest cryptooinvest.net
Crypto cryptooth0.com
EXC exclents.com
CryptoPalx. cryptopalx.net
Cryptohashautomining cryptohashautomining.com
cryptonxtrade247 www.cryptonxtrade247.com
Cryptopaybits cryptopaybits.online
MARATHON www.marathonpro.xyz
采盟免稅店 ghjzs.club
采盟免稅店 vb.uyrds.club
香水 www.afterco.xyz
International Finance internationala.finances.tw
RuiBi cjieyey.xyz:8848/VNn1.app
TNCN fg.tncn.club
Dremata www.dremata.com
R-meta e9425.smyqpf.com
BITFINEXin bitfnex-exe.com
柏瑞 m.tvwbpm.top000
御元網 yuyuan-tw.com
CRMEB shophys.com
Manis Exchange trade8.seagenxios.com
S​h​o​p​e​e shopeex.sbuyvip.com
DEX TRADE dex222.top
Sftimo www.sftimoeth.com
科虎大戶 www.bgkuewierhjx.com
Broadridge www.cdpwbc.com
CVC qypuhuvo.cyou
LMS系統 fc168.lmstaeoues.com
XED xedlp.com
股市研訓班 qfgnasdas.top
DEX TRADE dex5168.top
Tesseract tesseract555.top
FSX www.fsx-otc.com
Allbycoin h5.allbycoin.top
PCHome pc24sacks.com/k6bwc8t
Costco www.cssostcoos.com
裕萊 m.svern.top/h509
CM100 cm100.cc
廣源 m.iwoffq.top/h509
BitFinex www.bitsnseh.com
匯鋮 d.jdotyp.top
瀚亞證券 myiiistocks.com
京東商城 www.jd-vip.shop
FXCM add.gtsaddlon.com
Peicheng peichengroup.com
金投財富 api.ahfndbga.com
Price2trade www.price2trade.site
REKU www.tmaxky.com
泰聯 d.zrmub.top
華通石油 e7301.htongtw.com
UCEX ucex-online.cc
SF science and technology htps.sfsoeks.com
豐裕 app.xvjruhqweqg.com
BitCoins bitchret.com
Angela cs.tzdtkm.top
致和承銷 zhihe.cangqiong.fun
華南金控 app.blogkkewije.com
Kangbo kangbo-ex.com
海崴投資 d.lonve.top
高盛 download.00888.tw
啟發 d.kleyf.top
聚寶 app.xhcquehkjza.com
Swissquote force.firstrande88.com
Gate.io gate.rest
AISMEX aismex.com
TopFutures www.topbitrt.com
買貝商城 www.newmall.space
TRX www.tronfhu.com
景潤學堂 www.ay633.com/rk/vip1
Uniswape（Uniswap） wuniswap.top
Jobscoin arexr99.jobscoiin.com
鴻發 m.qffgu.top
XM m.xmfxs-markets.com
得物 mayfirstone.com
永利皇宮 ylhg7999.vip
PU Markets Ltd www.gopugroup.com
好好證券 d.mfcrp.top
Rootrex www.rootrexs.cc
GDAC www.gdac50.com
利金 p.7usd.fun/tw.php
Global PayMents（Thunder Soft、RB Global） www.jsforex89.com
宏安國際 www.hagjtw-tww.com
蔓莎購 mall.mansa-tw.shop
Invech Company Limited www.inveceltdteam.com
CoinEX www.coinex.tv
KTP www.ktpoptuionxx.com
FC www.fckzoie.vip
Latoken www.xelatoken.com
FDEX ht.tfdexcoin8.cc
花旗集團 www.ftlmine.org
Liquid asset Managent bts.liquidrtwe.com
Bitsheng www.bitsheng.top
新託邦購物 leanote.xyz
蜂匯 www.sfhjnvcx.com
MASK user.maskcurrency.store
夢享家經濟智能所 www.dreamctc.com
Genesis Block elb.genesbo.com
晟元證券 priderockasia.com
GMALL內部營銷平台 www.likeshoping.online
OAK www.twvstock.com
OAK操盤 dl.nzs127jn.com:19865/khoaRg7w
Cloud-bitcoin www.cloud-bitcoin.com
OKEX Pro aaa.okex004.top
聯創 lc.lcwebs.top
財星娛樂 caixin11888yule.com
豐隆國際 fenglong606.xyz
eBay ebay-whsles.com
Topbit topbitpyat.com
高匯金融 igomarkets.net
Everything  Mall everythingmallx.vip
Ai Trader nftesla.online
Shope蝦皮購物 www.special-light.com
Roune www.rounatoea.com
智威國際事業有限公司 awp.zwndvd.com
NASDAQ www.cbdnasdaq.com
Web Trader wt.gopugroup.com
Universal Capitals universalcapitaltrade.com
瀚亞證券 dffdsa.com
鑫鴻財富 www.dhfudhf.com
富達 www.vilwkseqmiw.com
滿盈 m.zcugr.top/930kapp
CVC johyvula.cyou
晶禧 d.gwhrj.top
夢享家經濟智能所 dreamshs.com
ProShares app.ivrjquwehy.com
Manis Exchange n.seagenx.com
時富證券 www.celestialfin.com
致和承銷 web.0088888.co
Allbycoin h5.allbycoin.com
泰聯 m.lyhvr.top/h509
Broadridge www.cdpvwi.com
投信 d.ohjoi.top
Qmall Exchange www.vecqmall.com
Compound www.compoundnexus.com
高盛 da.gs3323.fun
Aclarin gocted.aclarrvnies.com
鋐霖 dl.apqca.top
FDS fdsmet.com
嘉利證券 carriershares.com
FFEX www.ffexff.com
Crypto setabee.bstapti.com
AME www.cmiusbta.vip
開元 app.vkjsakjaks.com
Token www.tjitoken.com
Shop購物網 tw26.shopssk.com
偉享證券 weshinestocks.com
聚寶盆 jbpin.com
啟發 down.qfged.top
寶旺 ray.baowang5788.net
AISMEX www.aismexd.com
TANAKA wasd.tanakasky.com
Synquotes www.crmtosynquotes.com
環球共創 www.dwgj1008.com
海崴投資 m.sagdx.top/h509
HDEX nnds.hdex.website
Amazon amazonsoa.com
BSEP aope.bsep.online
金榮中國 jrjr168.com
Buda Global www.budagloge.com
